district,week_start,iso_year,week_of_year,imd_rain_mm,rain_1w,rain_4w,rain_12w,rain_1w_lag1,rain_4w_lag1,t2m_4w,t2mmax_4w,t2m_4w_lag1,rh_4w,rain_imd_vs_nasa_ratio,rain12w_anom_ratio,drought_label,flood_label,heatwave_label
Bagalkot,2015-08-03,2015,32,9.403625463445982,9.403625463445982,32.827735263440346,120.16093120558395,11.312141161825922,24.521346484621365,26.718571428571426,32.807500000000005,26.875,68.86642857142857,1.6297441652862765,0.5867800753274495,1,0,0
Bagalkot,2015-08-10,2015,33,7.206231095724634,7.206231095724634,30.999303832650185,122.92597409503328,9.403625463445982,32.827735263440346,26.549285714285716,32.53892857142857,26.718571428571426,69.34392857142858,0.8207551566024464,0.5879313413097466,1,0,0
Bagalkot,2015-08-17,2015,34,11.998098994294804,11.998098994294804,39.920096715291336,110.58581987106139,7.206231095724634,30.999303832650185,26.346428571428575,32.388571428571424,26.549285714285716,70.33857142857143,0.3561323430739823,0.5235334963141506,1,0,0
Bagalkot,2015-08-24,2015,35,10.411469546457132,10.411469546457132,39.01942509992255,97.25288355184925,11.998098994294804,39.920096715291336,26.194642857142856,32.08714285714286,26.346428571428575,72.11500000000001,0.22525896411073495,0.5007874402724253,1,0,0
Bagalkot,2015-08-31,2015,36,11.69546050992277,11.69546050992277,41.311260146399334,97.30560811857383,10.411469546457132,39.01942509992255,25.941785714285714,31.712142857142858,26.194642857142856,74.24821428571428,0.21734733864663502,0.4698355793047138,1,0,0
Bagalkot,2015-09-07,2015,37,121.23190707630582,121.23190707630582,155.3369361269805,212.6135104522109,11.69546050992277,41.311260146399334,25.78928571428571,31.549285714285713,25.941785714285714,75.23750000000001,4.261226812480809,0.9390152824595821,0,1,0
Bagalkot,2015-09-14,2015,38,69.28550956563816,69.28550956563816,212.6243466983239,269.10802907993394,121.23190707630582,155.3369361269805,25.353214285714284,30.8,25.78928571428571,77.38035714285715,2.222113769837216,1.134037441974302,0,0,0
Bagalkot,2015-09-21,2015,39,3.8209307259983487,3.8209307259983487,206.0338078778651,269.57457946240896,69.28550956563816,212.6243466983239,25.177500000000002,30.58642857142857,25.353214285714284,78.04964285714286,0.23412564288435694,1.02131969112322,0,0,0
Bagalkot,2015-09-28,2015,40,26.0056781321764,26.0056781321764,220.3440255001187,294.4830209099584,3.8209307259983487,206.0338078778651,25.360714285714284,30.711071428571422,25.177500000000002,77.36714285714287,12.502723860313719,1.0936809128651441,0,0,0
Bagalkot,2015-10-05,2015,41,38.71929761932956,38.71929761932956,137.83141604314247,324.1676560027731,26.0056781321764,220.3440255001187,25.286785714285713,30.57785714285714,25.360714285714284,78.02214285714285,1.1961475570955205,1.1436570587754167,0,0,0
Bagalkot,2015-10-12,2015,42,0.9024344484011332,0.9024344484011332,69.44834092590544,321.99278433952065,38.71929761932956,137.83141604314247,25.595,31.111071428571428,25.286785714285713,76.1907142857143,0.07759538871932455,1.1306600949258825,0,0,0
Bagalkot,2015-10-19,2015,43,0.0,0.0,65.62741019990709,310.6806431776947,0.9024344484011332,69.44834092590544,26.00642857142857,32.052499999999995,25.595,71.64142857142858,0.0,1.1100455872420822,0,0,0
Bagalkot,2015-10-26,2015,44,0.0,0.0,39.62173206773068,301.27701771424876,0.0,65.62741019990709,25.85892857142857,32.32107142857143,26.00642857142857,68.30357142857142,0.0,1.1189173413266018,0,0,0
Bagalkot,2015-11-02,2015,45,0.0,0.0,0.9024344484011332,294.0707866185241,0.0,39.62173206773068,25.95357142857143,32.707857142857144,25.85892857142857,65.23785714285714,0.0,1.1224462219159792,0,0,0
Bagalkot,2015-11-09,2015,46,0.0,0.0,0.0,282.07268762422933,0.0,0.9024344484011332,26.05607142857143,33.040000000000006,25.95357142857143,61.75178571428572,0.0,1.1377699575813642,0,0,0
Bagalkot,2015-11-16,2015,47,6.482288714912203,6.482288714912203,6.482288714912203,278.1435067926844,0.0,0.0,25.669285714285714,32.830357142857146,26.05607142857143,59.333214285714284,14.73244086925303,1.1677735792393282,0,0,0
Bagalkot,2015-11-23,2015,48,0.1122873491711086,0.1122873491711086,6.594576064083311,266.5603336319327,6.482288714912203,6.482288714912203,25.606785714285714,32.605714285714285,25.669285714285714,60.676428571428566,0.014774649262692018,1.2773734556189673,0,0,0
Bagalkot,2015-11-30,2015,49,0.055620080894894,0.055620080894894,6.650196144978206,145.38404663652182,0.1122873491711086,6.594576064083311,25.332857142857144,32.60214285714286,25.606785714285714,58.96428571428571,0.42784348501083835,0.812821430597028,0,0,0
Bagalkot,2015-12-07,2015,50,0.0,0.0,6.650196144978206,76.09853707088364,0.055620080894894,6.650196144978206,24.953928571428573,32.50035714285714,25.332857142857144,58.30357142857142,0.0,0.4933154532829627,1,0,0
Bagalkot,2015-12-14,2015,51,0.0,0.0,0.1679074300660026,72.27760634488529,0.0,6.650196144978206,25.332857142857144,32.902499999999996,24.953928571428573,58.19571428571428,0.0,0.6354430088275566,0,0,0
Bagalkot,2015-12-21,2015,52,0.0,0.0,0.055620080894894,46.27192821270889,0.0,0.1679074300660026,25.576785714285712,33.46,25.332857142857144,53.0025,0.0,0.49617036096081835,1,0,0
Bagalkot,2015-12-28,2015,53,0.0,0.0,0.0,7.552630593379339,0.0,0.055620080894894,25.085357142857145,33.349642857142854,25.576785714285712,47.33428571428571,0.0,0.12198295199444797,1,0,0
Bagalkot,2016-01-04,2016,1,0.0,0.0,0.0,6.650196144978206,0.0,0.0,24.616428571428575,33.447857142857146,25.085357142857145,43.848214285714285,0.0,0.14336252586331819,1,0,0
Bagalkot,2016-01-11,2016,2,0.0,0.0,0.0,6.650196144978206,0.0,0.0,23.56107142857143,32.646071428571425,24.616428571428575,41.354642857142856,0.0,0.24476820056703608,1,0,0
Bagalkot,2016-01-18,2016,3,0.214937483270963,0.214937483270963,0.214937483270963,6.865133628249168,0.0,0.0,22.806071428571432,31.859285714285715,23.56107142857143,41.770714285714284,0.0,0.3746233090351303,1,0,0
Bagalkot,2016-01-25,2016,4,0.0,0.0,0.214937483270963,6.865133628249168,0.214937483270963,0.214937483270963,23.142142857142858,31.575714285714287,22.806071428571432,44.97321428571429,0.0,0.42606203445512236,1,0,0
Bagalkot,2016-02-01,2016,5,0.0,0.0,0.214937483270963,6.865133628249168,0.0,0.214937483270963,23.801785714285714,32.13035714285714,23.142142857142858,41.37464285714286,0.0,0.5829358128006233,1,0,0
Bagalkot,2016-02-08,2016,6,0.0,0.0,0.214937483270963,0.3828449133369656,0.0,0.214937483270963,24.72,33.175714285714285,23.801785714285714,39.200714285714284,0.0,0.06271836142063406,1,0,0
Bagalkot,2016-02-15,2016,7,0.0,0.0,0.0,0.27055756416585697,0.0,0.214937483270963,25.629285714285714,34.066428571428574,24.72,38.11464285714286,0.0,0.0652623380194203,1,0,0
Bagalkot,2016-02-22,2016,8,0.0,0.0,0.0,0.214937483270963,0.0,0.0,26.627857142857142,35.513214285714284,25.629285714285714,35.090714285714284,0.0,0.13938971535849826,1,0,0
Bagalkot,2016-02-29,2016,9,1.903566363785002,1.903566363785002,1.903566363785002,2.118503847055965,0.0,0.0,27.740357142857142,36.11785714285715,26.627857142857142,36.60964285714286,190.33760261823838,1.3796748000815562,0,0,0
Bagalkot,2016-03-07,2016,10,0.0,0.0,1.903566363785002,2.118503847055965,1.903566363785002,1.903566363785002,28.626428571428573,36.36678571428571,27.740357142857142,36.98607142857143,0.0,1.2556556847666596,0,0,0
Bagalkot,2016-03-14,2016,11,0.0,0.0,1.903566363785002,2.118503847055965,0.0,1.903566363785002,29.430357142857144,37.17285714285715,28.626428571428573,34.28142857142857,0.0,0.568216549442296,1,0,0
Bagalkot,2016-03-21,2016,12,0.0,0.0,1.903566363785002,2.118503847055965,0.0,1.903566363785002,29.941785714285714,37.879642857142855,29.430357142857144,32.78892857142857,0.0,0.5380301238030504,1,0,0
Bagalkot,2016-03-28,2016,13,0.0,0.0,0.0,2.118503847055965,0.0,1.903566363785002,30.34214285714286,38.620000000000005,29.941785714285714,31.490357142857142,0.0,0.5452265693650458,1,0,0
Bagalkot,2016-04-04,2016,14,14.916774613989723,14.916774613989723,14.916774613989723,17.03527846104569,0.0,0.0,30.986785714285716,39.6275,30.34214285714286,31.253571428571426,5.872743598915797,1.8211977955724208,0,0,0
Bagalkot,2016-04-11,2016,15,0.0,0.0,14.916774613989723,16.820340977774727,14.916774613989723,14.916774613989723,31.448214285714286,39.955714285714286,30.986785714285716,33.43178571428571,0.0,1.140006061213548,0,0,0
Bagalkot,2016-04-18,2016,16,0.0,0.0,14.916774613989723,16.820340977774727,0.0,14.916774613989723,32.15714285714286,40.48892857142857,31.448214285714286,34.0425,0.0,0.8231011957497362,0,0,0
Bagalkot,2016-04-25,2016,17,2.3946473681264453,2.3946473681264453,17.31142198211617,19.214988345901173,0.0,14.916774613989723,32.53,40.830357142857146,32.15714285714286,35.33392857142857,14.966452510462092,0.7348454518210473,0,0,0
Bagalkot,2016-05-02,2016,18,1.6162780076265335,1.6162780076265335,4.010925375752979,20.831266353527706,2.3946473681264453,17.31142198211617,32.72535714285714,41.02107142857143,32.53,36.31035714285714,0.20748110399812958,0.6589286150736897,0,0,0
Bagalkot,2016-05-09,2016,19,7.608292285766867,7.608292285766867,11.619217661519846,28.439558639294575,1.6162780076265335,4.010925375752979,32.78964285714286,41.158571428571435,32.72535714285714,35.24178571428571,3.4583131033880736,0.6729087786416611,0,0,0
Bagalkot,2016-05-16,2016,20,29.887212248312103,29.887212248312103,41.50642990983195,58.32677088760668,7.608292285766867,11.619217661519846,32.72964285714286,40.6725,32.78964285714286,38.43678571428571,1.5965390305434333,0.8782877570131552,0,0,0
Bagalkot,2016-05-23,2016,21,0.0,0.0,39.11178254170551,56.423204523821674,29.887212248312103,41.50642990983195,32.07785714285714,39.80142857142857,32.72964285714286,44.39,0.0,0.7685843317995453,0,0,0
Bagalkot,2016-05-30,2016,22,32.271127869685486,32.271127869685486,69.76663240376446,88.69433239350715,0.0,39.11178254170551,31.415714285714284,38.82178571428572,32.07785714285714,48.93785714285714,7.832796125458582,0.9873995293260666,0,0,0
Bagalkot,2016-06-06,2016,23,25.82947087453472,25.82947087453472,87.9878109925323,114.52380326804189,32.271127869685486,69.76663240376446,30.524285714285714,37.41535714285715,31.415714285714284,56.19535714285714,1.0205242929281086,0.9797530773612816,0,0,0
Bagalkot,2016-06-13,2016,24,27.022212207317352,27.022212207317352,85.12281095153756,141.54601547535924,25.82947087453472,87.9878109925323,28.999642857142856,35.652499999999996,30.524285714285714,62.26178571428572,1.725556224888961,1.0380650994462222,0,0,0
Bagalkot,2016-06-20,2016,25,11.217625121275583,11.217625121275583,96.34043607281315,152.76364059663481,27.022212207317352,85.12281095153756,28.118214285714284,34.254999999999995,28.999642857142856,65.045,0.574085186652528,1.0374401730231717,0,0,0
Bagalkot,2016-06-27,2016,26,6.261114507085747,6.261114507085747,70.3304227102134,144.10798048973083,11.217625121275583,96.34043607281315,26.85964285714286,32.54857142857143,28.118214285714284,69.95642857142857,0.292165852306108,0.9210466855691288,0,0,0
Bagalkot,2016-07-04,2016,27,7.190700397723251,7.190700397723251,51.69165223340193,151.29868088745408,6.261114507085747,70.3304227102134,26.076428571428572,31.463214285714287,26.85964285714286,73.43535714285714,0.30703245476903485,0.9174627652019453,0,0,0
Bagalkot,2016-07-11,2016,28,25.51419013573064,25.51419013573064,50.18363016181522,176.81287102318473,7.190700397723251,51.69165223340193,25.810000000000002,30.784642857142856,26.076428571428572,75.60142857142857,0.6396136750091994,1.0137837483815875,0,0,0
Bagalkot,2016-07-18,2016,29,31.972469026843704,31.972469026843704,70.93847406738334,206.39069268190198,25.51419013573064,50.18363016181522,25.46107142857143,30.336785714285714,25.810000000000002,77.52178571428571,2.049517113931192,1.067811882882662,0,0,0
Bagalkot,2016-07-25,2016,30,26.24143262124724,26.24143262124724,90.91879218154483,231.0158472955227,31.972469026843704,70.93847406738334,25.25392857142857,29.915000000000003,25.46107142857143,78.91285714285715,0.7786775027468765,1.100196332523114,0,0,0
Bagalkot,2016-08-01,2016,31,17.179966283341248,17.179966283341248,100.90805806716284,240.5875212930971,26.24143262124724,90.91879218154483,24.88392857142857,29.46107142857143,25.25392857142857,80.05035714285714,0.2783533053303296,1.1131215023670098,0,0,0
Bagalkot,2016-08-08,2016,32,4.941803139944871,4.941803139944871,80.33567107137706,215.64211218472985,17.179966283341248,100.90805806716284,24.63964285714286,29.309642857142855,24.88392857142857,80.61642857142857,0.1854335067358861,1.0530418960804955,0,0,0
Bagalkot,2016-08-15,2016,33,1.0253259258137808,1.0253259258137808,49.38852797034714,216.66743811054363,4.941803139944871,80.33567107137706,24.483214285714283,29.114642857142858,24.63964285714286,81.06357142857144,0.09415296893120403,1.036278772198278,0,0,0
Bagalkot,2016-08-22,2016,34,9.129338496261171,9.129338496261171,32.27643384536107,193.52564873711933,1.0253259258137808,49.38852797034714,24.696785714285713,29.82142857142857,24.483214285714283,79.98071428571428,1.4941631754661207,0.9161858150343326,0,0,0
Bagalkot,2016-08-29,2016,35,4.200595083336036,4.200595083336036,19.297062645355858,171.89677294592062,9.129338496261171,32.27643384536107,24.97571428571429,30.44642857142857,24.696785714285713,78.7532142857143,0.3258801208266808,0.8851536506759031,0,0,0
Bagalkot,2016-09-05,2016,36,0.637988837228881,0.637988837228881,14.99324834263987,145.51254957583214,4.200595083336036,19.297062645355858,24.978571428571428,30.581428571428575,24.97571428571429,78.04892857142858,0.08168870109349295,0.7026005422293538,0,0,0
Bagalkot,2016-09-12,2016,37,52.54724656542143,52.54724656542143,66.51516898224752,186.84217101997803,0.637988837228881,14.99324834263987,24.91428571428571,30.818571428571428,24.978571428571428,76.40535714285714,6.293082667345959,0.8251952268815088,0,0,0
Bagalkot,2016-09-19,2016,38,25.193900143106777,25.193900143106777,82.57973062909312,205.77495665599903,52.54724656542143,66.51516898224752,24.56964285714286,30.109285714285715,24.91428571428571,77.34392857142858,0.5968703991053395,0.8671480604513195,0,0,0
Bagalkot,2016-09-26,2016,39,20.72394064731068,20.72394064731068,99.10307619306776,219.30819690558647,25.193900143106777,82.57973062909312,24.184642857142858,29.45785714285714,24.56964285714286,78.77785714285714,0.5989578048656901,0.8308787140504006,0,0,0
Bagalkot,2016-10-03,2016,40,0.2952588465478685,0.2952588465478685,98.76034620238676,194.0892656164037,20.72394064731068,99.10307619306776,24.21857142857143,29.516428571428566,24.184642857142858,79.06642857142857,0.03984599280727067,0.720828401382022,0,0,0
Bagalkot,2016-10-10,2016,41,10.79794371459219,10.79794371459219,57.01104335155751,172.9147403041522,0.2952588465478685,98.76034620238676,24.27928571428572,29.58392857142857,24.21857142857143,79.78857142857143,1.4133432331477693,0.6100397731026873,0,0,0
Bagalkot,2016-10-17,2016,42,0.0,0.0,31.81714320845073,146.67330768290495,10.79794371459219,57.01104335155751,24.470357142857146,30.40285714285714,24.27928571428572,75.85178571428571,0.0,0.5150353177261928,1,0,0
Bagalkot,2016-10-24,2016,43,0.0,0.0,11.093202561140052,129.4933413995637,0.0,31.81714320845073,24.422857142857143,31.40178571428571,24.470357142857146,69.44214285714285,0.0,0.4626728937071357,1,0,0
Bagalkot,2016-10-31,2016,44,0.7200097309218513,0.7200097309218513,11.517953445514035,125.27154799054067,0.0,11.093202561140052,24.249285714285715,31.995714285714286,24.422857142857143,64.97500000000001,3.600030654455984,0.46524792526454417,1,0,0
Bagalkot,2016-11-07,2016,45,0.0,0.0,0.7200097309218442,124.24622206472688,0.7200097309218513,11.517953445514035,24.1025,32.40464285714285,24.249285714285715,59.95,0.0,0.47423854694141054,1,0,0
Bagalkot,2016-11-14,2016,46,0.0,0.0,0.7200097309218442,115.11688356846571,0.0,0.7200097309218442,23.661785714285713,32.58535714285714,24.1025,54.84178571428571,0.0,0.4643361001653445,1,0,0
Bagalkot,2016-11-21,2016,47,0.0,0.0,0.7200097309218442,110.91628848512968,0.0,0.7200097309218442,23.67214285714286,32.511785714285715,23.661785714285713,54.08892857142857,0.0,0.4656772782287668,1,0,0
Bagalkot,2016-11-28,2016,48,0.0,0.0,0.0,110.2782996479008,0.0,0.7200097309218442,23.265,32.7675,23.67214285714286,47.43035714285715,0.0,0.5284603706098746,1,0,0
Bagalkot,2016-12-05,2016,49,0.0,0.0,0.0,57.73105308247937,0.0,0.0,23.383928571428573,32.82642857142857,23.265,45.01678571428571,0.0,0.3227660685060739,1,0,0
Bagalkot,2016-12-12,2016,50,0.4784279151095284,0.4784279151095284,0.4784279151095213,33.01558085448212,0.0,0.0,23.01892857142857,32.4675,23.383928571428573,42.37857142857143,0.0,0.21402640394332656,1,0,0
Bagalkot,2016-12-19,2016,51,0.0,0.0,0.4784279151095213,12.291640207171438,0.4784279151095284,0.4784279151095213,23.165000000000003,32.42321428571429,23.01892857142857,41.83642857142857,0.0,0.10806440931927054,1,0,0
Bagalkot,2016-12-26,2016,52,0.0,0.0,0.4784279151095213,11.99638136062357,0.0,0.4784279151095213,23.0975,32.331785714285715,23.165000000000003,39.26857142857143,0.0,0.12863628337600605,1,0,0
Bagalkot,2017-01-02,2017,1,0.0,0.0,0.4784279151095213,1.1984376460313797,0.0,0.4784279151095213,22.340714285714284,31.909999999999997,23.0975,37.49928571428572,0.0,0.025835485793075194,1,0,0
Bagalkot,2017-01-09,2017,2,0.0,0.0,0.0,1.1984376460313797,0.0,0.4784279151095213,22.37892857142857,32.00392857142857,22.340714285714284,36.57571428571429,0.0,0.044109890853731605,1,0,0
Bagalkot,2017-01-16,2017,3,0.0,0.0,0.0,1.1984376460313797,0.0,0.0,21.920714285714283,31.72285714285714,22.37892857142857,33.85892857142858,0.0,0.06539751459186785,1,0,0
Bagalkot,2017-01-23,2017,4,0.0,0.0,0.0,0.4784279151095284,0.0,0.0,22.159642857142856,31.382142857142856,21.920714285714283,37.82857142857143,0.0,0.02969206163925378,1,0,0
Bagalkot,2017-01-30,2017,5,0.0,0.0,0.0,0.4784279151095284,0.0,0.0,22.90714285714286,31.707142857142856,22.159642857142856,38.10178571428572,0.0,0.04062452104548579,1,0,0
Bagalkot,2017-02-06,2017,6,0.0,0.0,0.0,0.4784279151095284,0.0,0.0,23.662142857142857,32.32214285714286,22.90714285714286,37.80285714285715,0.0,0.0783769454634219,1,0,0
Bagalkot,2017-02-13,2017,7,0.0,0.0,0.0,0.4784279151095284,0.0,0.0,24.230714285714285,33.232142857142854,23.662142857142857,34.316428571428574,0.0,0.1154036273577037,1,0,0
Bagalkot,2017-02-20,2017,8,0.0,0.0,0.0,0.4784279151095284,0.0,0.0,24.73892857142857,33.965714285714284,24.230714285714285,32.088571428571434,0.0,0.3102666407543544,1,0,0
Bagalkot,2017-02-27,2017,9,0.0,0.0,0.0,0.4784279151095284,0.0,0.0,25.333571428571428,35.06035714285714,24.73892857142857,27.81964285714286,0.0,0.31157599220292426,1,0,0
Bagalkot,2017-03-06,2017,10,0.0,0.0,0.0,0.0,0.0,0.0,25.96857142857143,35.79642857142857,25.333571428571428,27.370714285714286,0.0,0.0,1,0,0
Bagalkot,2017-03-13,2017,11,11.117775115701887,11.117775115701887,11.11777511570188,11.117775115701887,0.0,0.0,26.46785714285714,36.3575,25.96857142857143,28.48464285714286,0.0,2.9819647589965714,0,0,0
Bagalkot,2017-03-20,2017,12,0.0,0.0,11.11777511570188,11.117775115701887,11.117775115701887,11.11777511570188,27.269285714285715,36.93642857142857,26.46785714285714,29.77642857142857,0.0,2.8235482933996954,0,0,0
Bagalkot,2017-03-27,2017,13,0.0445993509557512,0.0445993509557512,11.162374466657631,11.162374466657639,0.0,11.11777511570188,28.01607142857143,37.38071428571429,27.269285714285715,31.279285714285713,0.0,2.8727930538721136,0,0,0
Bagalkot,2017-04-03,2017,14,0.0,0.0,11.162374466657631,11.162374466657639,0.0445993509557512,11.162374466657631,29.26,38.15428571428572,28.01607142857143,33.001428571428576,0.0,1.193340738075784,0,0,0
Bagalkot,2017-04-10,2017,15,0.0,0.0,0.0445993509557441,11.162374466657639,0.0,11.162374466657631,30.637857142857143,39.17285714285714,29.26,32.64964285714286,0.0,0.7565348744320491,0,0,0
Bagalkot,2017-04-17,2017,16,0.0,0.0,0.0445993509557441,11.162374466657639,0.0,0.0445993509557441,31.476785714285715,40.23357142857143,30.637857142857143,30.954642857142858,0.0,0.5462293411918535,1,0,0
Bagalkot,2017-04-24,2017,17,6.970765128731728,6.970765128731728,6.9707651287317205,18.133139595389366,0.0,0.0445993509557441,31.873214285714283,40.7825,31.476785714285715,32.798571428571435,0.0,0.6934719355034344,0,0,0
Bagalkot,2017-05-01,2017,18,4.843091032571262,4.843091032571262,11.813856161302983,22.97623062796063,6.970765128731728,6.9707651287317205,31.87142857142857,40.69535714285714,31.873214285714283,32.143928571428575,0.7602967460399556,0.7267775069628416,0,0,0
