district_name,imd_rainfall_mm,date
Dakshina Kannada,0.0,2015-01-12
Davanagere,0.0,2015-01-12
Dharwad,0.0,2015-01-12
Gadag,0.0,2015-01-12
Hassan,0.0,2015-01-12
Haveri,0.0,2015-01-12
Kalburgi,0.0,2015-01-12
Kodagu,0.0,2015-01-12
Kolara,0.0,2015-01-12
Koppal,0.0,2015-01-12
Mandya,0.0,2015-01-12
Mysuru,0.0,2015-01-12
Raichur,0.0,2015-01-12
Ramanagara,0.0,2015-01-12
Shivamogga,0.0,2015-01-12
Tumakuru,0.0,2015-01-12
Udupi,0.0,2015-01-12
Uttara Kannada,0.0,2015-01-12
Vijayanagara,0.0,2015-01-12
Vijayapura,0.0,2015-01-12
Yadgir,0.0,2015-01-12
Bagalkot,0.0,2015-01-13
Ballari,0.0,2015-01-13
Belagavi,0.0,2015-01-13
Bengaluru (Rural),0.0,2015-01-13
Bengaluru (Urban),0.0,2015-01-13
Bidar,0.0,2015-01-13
Chamarajanagara,0.0,2015-01-13
Chikkaballapura,0.0,2015-01-13
Chikkamagaluru,0.0,2015-01-13
Chitradurga,0.0,2015-01-13
Dakshina Kannada,0.0,2015-01-13
Davanagere,0.0,2015-01-13
Dharwad,0.0,2015-01-13
Gadag,0.0,2015-01-13
Hassan,0.0,2015-01-13
Haveri,0.0,2015-01-13
Kalburgi,0.0,2015-01-13
Kodagu,0.0,2015-01-13
Kolara,0.0,2015-01-13
Koppal,0.0,2015-01-13
Mandya,0.0,2015-01-13
Mysuru,0.0,2015-01-13
Raichur,0.0,2015-01-13
Ramanagara,0.0,2015-01-13
Shivamogga,0.0,2015-01-13
Tumakuru,0.0,2015-01-13
Udupi,0.0,2015-01-13
Uttara Kannada,0.0,2015-01-13
Vijayanagara,0.0,2015-01-13
Vijayapura,0.0,2015-01-13
Yadgir,0.0,2015-01-13
Bagalkot,0.0,2015-01-14
Ballari,0.0,2015-01-14
Belagavi,0.0,2015-01-14
Bengaluru (Rural),0.0,2015-01-14
Bengaluru (Urban),0.0,2015-01-14
Bidar,0.0,2015-01-14
Chamarajanagara,0.0,2015-01-14
Chikkaballapura,0.0,2015-01-14
Chikkamagaluru,0.0,2015-01-14
Chitradurga,0.0,2015-01-14
Dakshina Kannada,0.0,2015-01-14
Davanagere,0.0,2015-01-14
Dharwad,0.0,2015-01-14
Gadag,0.0,2015-01-14
Hassan,0.0,2015-01-14
Haveri,0.0,2015-01-14
Kalburgi,0.0,2015-01-14
Kodagu,0.0,2015-01-14
Kolara,0.0,2015-01-14
Koppal,0.0,2015-01-14
Mandya,0.0,2015-01-14
Mysuru,0.0,2015-01-14
Raichur,0.0,2015-01-14
Ramanagara,0.0,2015-01-14
Shivamogga,0.0,2015-01-14
Tumakuru,0.0,2015-01-14
Udupi,0.0,2015-01-14
Uttara Kannada,0.0,2015-01-14
Vijayanagara,0.0,2015-01-14
Vijayapura,0.0,2015-01-14
Yadgir,0.0,2015-01-14
Bagalkot,0.0,2015-01-15
Ballari,0.0,2015-01-15
Belagavi,0.0,2015-01-15
Bengaluru (Rural),0.0,2015-01-15
Bengaluru (Urban),0.0,2015-01-15
Bidar,0.0,2015-01-15
Chamarajanagara,0.0,2015-01-15
Chikkaballapura,0.0,2015-01-15
Chikkamagaluru,0.0,2015-01-15
Chitradurga,0.0,2015-01-15
Dakshina Kannada,0.0,2015-01-15
Davanagere,0.0,2015-01-15
Dharwad,0.0,2015-01-15
Gadag,0.0,2015-01-15
Hassan,0.0,2015-01-15
Haveri,0.0,2015-01-15
Kalburgi,0.0,2015-01-15
Kodagu,0.0,2015-01-15
Kolara,0.0,2015-01-15
Koppal,0.0,2015-01-15
Mandya,0.0,2015-01-15
Mysuru,0.0,2015-01-15
Raichur,0.0,2015-01-15
Ramanagara,0.0,2015-01-15
Shivamogga,0.0,2015-01-15
Tumakuru,0.0,2015-01-15
Udupi,0.0,2015-01-15
Uttara Kannada,0.0,2015-01-15
Vijayanagara,0.0,2015-01-15
Vijayapura,0.0,2015-01-15
Yadgir,0.0,2015-01-15
Bagalkot,0.0,2015-01-16
Ballari,0.0,2015-01-16
Belagavi,0.0,2015-01-16
Bengaluru (Rural),0.0,2015-01-16
Bengaluru (Urban),0.0,2015-01-16
Bidar,0.0,2015-01-16
Chamarajanagara,0.0,2015-01-16
Chikkaballapura,0.0,2015-01-16
Chikkamagaluru,0.0,2015-01-16
Chitradurga,0.0,2015-01-16
Dakshina Kannada,0.0,2015-01-16
Davanagere,0.0,2015-01-16
Dharwad,0.0,2015-01-16
Gadag,0.0,2015-01-16
Hassan,0.0,2015-01-16
Haveri,0.0,2015-01-16
Kalburgi,0.0,2015-01-16
Kodagu,0.0,2015-01-16
Kolara,0.0,2015-01-16
Koppal,0.0,2015-01-16
Mandya,0.0,2015-01-16
Mysuru,0.0,2015-01-16
Raichur,0.0,2015-01-16
Ramanagara,0.0,2015-01-16
Shivamogga,0.0,2015-01-16
Tumakuru,0.0,2015-01-16
Udupi,0.0,2015-01-16
Uttara Kannada,0.0,2015-01-16
Vijayanagara,0.0,2015-01-16
Vijayapura,0.0,2015-01-16
Yadgir,0.0,2015-01-16
Bagalkot,0.0,2015-01-17
Ballari,0.0,2015-01-17
Belagavi,0.0,2015-01-17
Bengaluru (Rural),0.0,2015-01-17
Bengaluru (Urban),0.0,2015-01-17
Bidar,0.0,2015-01-17
Chamarajanagara,0.0,2015-01-17
Chikkaballapura,0.0,2015-01-17
Chikkamagaluru,0.0,2015-01-17
Chitradurga,0.0,2015-01-17
Dakshina Kannada,0.0,2015-01-17
Davanagere,0.0,2015-01-17
Dharwad,0.0,2015-01-17
Gadag,0.0,2015-01-17
Hassan,0.0,2015-01-17
Haveri,0.0,2015-01-17
Kalburgi,0.0,2015-01-17
Kodagu,0.0,2015-01-17
Kolara,0.0,2015-01-17
Koppal,0.0,2015-01-17
Mandya,0.0,2015-01-17
Mysuru,0.0,2015-01-17
Raichur,0.0,2015-01-17
Ramanagara,0.0,2015-01-17
Shivamogga,0.0,2015-01-17
Tumakuru,0.0,2015-01-17
Udupi,0.0,2015-01-17
Uttara Kannada,0.0,2015-01-17
Vijayanagara,0.0,2015-01-17
Vijayapura,0.0,2015-01-17
Yadgir,0.0,2015-01-17
Bagalkot,0.0,2015-01-18
Ballari,0.0,2015-01-18
Belagavi,0.0,2015-01-18
Bengaluru (Rural),0.0,2015-01-18
Bengaluru (Urban),0.0,2015-01-18
Bidar,0.0,2015-01-18
Chamarajanagara,0.0,2015-01-18
Chikkaballapura,0.0,2015-01-18
Chikkamagaluru,0.0,2015-01-18
Chitradurga,0.0,2015-01-18
Dakshina Kannada,0.0,2015-01-18
Davanagere,0.0,2015-01-18
Dharwad,0.0,2015-01-18
Gadag,0.0,2015-01-18
Hassan,0.0,2015-01-18
Haveri,0.0,2015-01-18
Kalburgi,0.0,2015-01-18
Kodagu,0.0,2015-01-18
Kolara,0.0,2015-01-18
Koppal,0.0,2015-01-18
Mandya,0.0,2015-01-18
Mysuru,0.0,2015-01-18
Raichur,0.0,2015-01-18
Ramanagara,0.0,2015-01-18
Shivamogga,0.0,2015-01-18
Tumakuru,0.0,2015-01-18
Udupi,0.0,2015-01-18
Uttara Kannada,0.0,2015-01-18
Vijayanagara,0.0,2015-01-18
Vijayapura,0.0,2015-01-18
Yadgir,0.0,2015-01-18
Bagalkot,0.0,2015-01-19
Ballari,0.0,2015-01-19
Belagavi,0.0,2015-01-19
Bengaluru (Rural),0.0,2015-01-19
Bengaluru (Urban),0.0,2015-01-19
Bidar,0.0,2015-01-19
Chamarajanagara,0.0,2015-01-19
Chikkaballapura,0.0,2015-01-19
Chikkamagaluru,0.0,2015-01-19
Chitradurga,0.0,2015-01-19
Dakshina Kannada,0.0,2015-01-19
Davanagere,0.0,2015-01-19
Dharwad,0.0,2015-01-19
Gadag,0.0,2015-01-19
Hassan,0.0,2015-01-19
Haveri,0.0,2015-01-19
Kalburgi,0.0,2015-01-19
Kodagu,0.0,2015-01-19
Kolara,0.0,2015-01-19
Koppal,0.0,2015-01-19
Mandya,0.0,2015-01-19
Mysuru,0.0,2015-01-19
Raichur,0.0,2015-01-19
Ramanagara,0.0,2015-01-19
Shivamogga,0.0,2015-01-19
Tumakuru,0.0,2015-01-19
Udupi,0.0,2015-01-19
Uttara Kannada,0.0,2015-01-19
Vijayanagara,0.0,2015-01-19
Vijayapura,0.0,2015-01-19
Yadgir,0.0,2015-01-19
Bagalkot,0.0,2015-01-20
Ballari,0.0,2015-01-20
Belagavi,0.0,2015-01-20
Bengaluru (Rural),0.0,2015-01-20
Bengaluru (Urban),0.0,2015-01-20
Bidar,0.0,2015-01-20
Chamarajanagara,0.0,2015-01-20
Chikkaballapura,0.0,2015-01-20
Chikkamagaluru,0.0,2015-01-20
Chitradurga,0.0,2015-01-20
Dakshina Kannada,0.0,2015-01-20
Davanagere,0.0,2015-01-20
Dharwad,0.0,2015-01-20
Gadag,0.0,2015-01-20
Hassan,0.0,2015-01-20
Haveri,0.0,2015-01-20
Kalburgi,0.0,2015-01-20
Kodagu,0.0,2015-01-20
Kolara,0.0,2015-01-20
Koppal,0.0,2015-01-20
Mandya,0.0,2015-01-20
Mysuru,0.0,2015-01-20
Raichur,0.0,2015-01-20
Ramanagara,0.0,2015-01-20
Shivamogga,0.0,2015-01-20
Tumakuru,0.0,2015-01-20
Udupi,0.0,2015-01-20
Uttara Kannada,0.0,2015-01-20
Vijayanagara,0.0,2015-01-20
Vijayapura,0.0,2015-01-20
Yadgir,0.0,2015-01-20
Bagalkot,0.0,2015-01-21
Ballari,0.0,2015-01-21
Belagavi,0.0,2015-01-21
Bengaluru (Rural),0.0,2015-01-21
Bengaluru (Urban),0.0,2015-01-21
Bidar,0.0,2015-01-21
Chamarajanagara,0.0,2015-01-21
Chikkaballapura,0.0,2015-01-21
Chikkamagaluru,0.0,2015-01-21
Chitradurga,0.0,2015-01-21
Dakshina Kannada,0.0,2015-01-21
Davanagere,0.0,2015-01-21
Dharwad,0.0,2015-01-21
Gadag,0.0,2015-01-21
Hassan,0.44924027323722837,2015-01-21
Haveri,0.0,2015-01-21
Kalburgi,0.0,2015-01-21
Kodagu,1.6839476078748703,2015-01-21
Kolara,0.0,2015-01-21
Koppal,0.0,2015-01-21
Mandya,0.0,2015-01-21
Mysuru,0.48611339926719666,2015-01-21
Raichur,0.0,2015-01-21
Ramanagara,0.0,2015-01-21
Shivamogga,0.0,2015-01-21
Tumakuru,0.0,2015-01-21
Udupi,0.0,2015-01-21
Uttara Kannada,0.0,2015-01-21
Vijayanagara,0.0,2015-01-21
Vijayapura,0.0,2015-01-21
Yadgir,0.0,2015-01-21
Bagalkot,0.0,2015-01-22
Ballari,0.0,2015-01-22
Belagavi,0.0,2015-01-22
Bengaluru (Rural),0.0,2015-01-22
Bengaluru (Urban),0.0,2015-01-22
Bidar,0.0,2015-01-22
Chamarajanagara,0.0,2015-01-22
Chikkaballapura,0.0,2015-01-22
Chikkamagaluru,0.0,2015-01-22
Chitradurga,0.0,2015-01-22
Dakshina Kannada,0.0,2015-01-22
Davanagere,0.0,2015-01-22
Dharwad,0.0,2015-01-22
Gadag,0.0,2015-01-22
Hassan,0.0,2015-01-22
Haveri,0.0,2015-01-22
Kalburgi,0.0,2015-01-22
Kodagu,0.0,2015-01-22
Kolara,0.0,2015-01-22
Koppal,0.0,2015-01-22
Mandya,0.0,2015-01-22
Mysuru,0.0,2015-01-22
Raichur,0.0,2015-01-22
Ramanagara,0.0,2015-01-22
Shivamogga,0.0,2015-01-22
Tumakuru,0.0,2015-01-22
Udupi,0.0,2015-01-22
Uttara Kannada,0.0,2015-01-22
Vijayanagara,0.0,2015-01-22
Vijayapura,0.0,2015-01-22
Yadgir,0.0,2015-01-22
Bagalkot,0.0,2015-01-23
Ballari,0.0,2015-01-23
Belagavi,0.0,2015-01-23
Bengaluru (Rural),0.0,2015-01-23
Bengaluru (Urban),0.0,2015-01-23
Bidar,0.0,2015-01-23
Chamarajanagara,0.0,2015-01-23
Chikkaballapura,0.0,2015-01-23
Chikkamagaluru,0.0,2015-01-23
Chitradurga,0.0,2015-01-23
Dakshina Kannada,0.0,2015-01-23
Davanagere,0.0,2015-01-23
Dharwad,0.0,2015-01-23
Gadag,0.0,2015-01-23
Hassan,0.0,2015-01-23
Haveri,0.0,2015-01-23
Kalburgi,0.0,2015-01-23
Kodagu,0.0,2015-01-23
Kolara,0.0,2015-01-23
Koppal,0.0,2015-01-23
Mandya,0.0,2015-01-23
Mysuru,0.0,2015-01-23
Raichur,0.0,2015-01-23
Ramanagara,0.0,2015-01-23
Shivamogga,0.0,2015-01-23
Tumakuru,0.0,2015-01-23
Udupi,0.0,2015-01-23
Uttara Kannada,0.0,2015-01-23
Vijayanagara,0.0,2015-01-23
Vijayapura,0.0,2015-01-23
Yadgir,0.0,2015-01-23
Bagalkot,0.0,2015-01-24
Ballari,0.0,2015-01-24
Belagavi,0.0,2015-01-24
Bengaluru (Rural),0.0,2015-01-24
Bengaluru (Urban),0.0,2015-01-24
Bidar,0.0,2015-01-24
Chamarajanagara,0.0,2015-01-24
Chikkaballapura,0.0,2015-01-24
Chikkamagaluru,0.0,2015-01-24
Chitradurga,0.0,2015-01-24
Dakshina Kannada,0.0,2015-01-24
Davanagere,0.0,2015-01-24
Dharwad,0.0,2015-01-24
Gadag,0.0,2015-01-24
Hassan,0.0,2015-01-24
Haveri,0.0,2015-01-24
Kalburgi,0.0,2015-01-24
Kodagu,0.0,2015-01-24
Kolara,0.0,2015-01-24
Koppal,0.0,2015-01-24
Mandya,0.0,2015-01-24
Mysuru,0.0,2015-01-24
Raichur,0.0,2015-01-24
Ramanagara,0.0,2015-01-24
Shivamogga,0.0,2015-01-24
Tumakuru,0.0,2015-01-24
Udupi,0.0,2015-01-24
Uttara Kannada,0.0,2015-01-24
Vijayanagara,0.0,2015-01-24
Vijayapura,0.0,2015-01-24
Yadgir,0.0,2015-01-24
Bagalkot,0.0,2015-01-25
Ballari,0.0,2015-01-25
Belagavi,0.0,2015-01-25
Bengaluru (Rural),0.0,2015-01-25
Bengaluru (Urban),0.0,2015-01-25
Bidar,0.0,2015-01-25
Chamarajanagara,0.0,2015-01-25
Chikkaballapura,0.0,2015-01-25
Chikkamagaluru,0.0,2015-01-25
Chitradurga,0.0,2015-01-25
Dakshina Kannada,0.0,2015-01-25
Davanagere,0.0,2015-01-25
Dharwad,0.0,2015-01-25
Gadag,0.0,2015-01-25
Hassan,0.0,2015-01-25
Haveri,0.0,2015-01-25
Kalburgi,0.0,2015-01-25
Kodagu,0.0,2015-01-25
Kolara,0.0,2015-01-25
Koppal,0.0,2015-01-25
Mandya,0.0,2015-01-25
Mysuru,0.0,2015-01-25
Raichur,0.0,2015-01-25
