week_start,PRECTOTCORR,T2M_MAX,T2M_MIN,T2M,RH2M,district
2016-06-13,15.659999999999998,32.59285714285714,22.525714285714287,26.60571428571429,69.97571428571429,Bagalkot
2016-06-20,19.54,32.70142857142857,22.610000000000003,26.792857142857144,69.96714285714286,Bagalkot
2016-06-27,21.43,30.345714285714283,21.552857142857142,25.208571428571428,75.61428571428571,Bagalkot
2016-07-04,23.42,30.212857142857143,22.667142857142856,25.698571428571427,78.1842857142857,Bagalkot
2016-07-11,39.89,29.87857142857143,22.59714285714286,25.54,78.64,Bagalkot
2016-07-18,15.6,30.91,21.724285714285713,25.397142857142857,77.64857142857143,Bagalkot
2016-07-25,33.699999999999996,28.65857142857143,21.46142857142857,24.38,81.17857142857143,Bagalkot
2016-08-01,61.72,28.397142857142857,21.24285714285714,24.21857142857143,82.73428571428572,Bagalkot
2016-08-08,26.65,29.27285714285714,21.474285714285713,24.562857142857144,80.90428571428572,Bagalkot
2016-08-15,10.89,30.13,21.135714285714283,24.771428571428572,79.43714285714286,Bagalkot
2016-08-22,6.109999999999999,31.485714285714288,20.801428571428573,25.23428571428571,76.84714285714287,Bagalkot
2016-08-29,12.89,30.897142857142857,21.34142857142857,25.334285714285716,77.82428571428571,Bagalkot
2016-09-05,7.8100000000000005,29.812857142857144,20.92142857142857,24.574285714285715,78.08714285714287,Bagalkot
2016-09-12,8.350000000000001,31.07857142857143,19.905714285714286,24.514285714285712,72.86285714285715,Bagalkot
2016-09-19,42.21,28.648571428571426,20.704285714285714,23.85571428571429,80.60142857142857,Bagalkot
2016-09-26,34.6,28.291428571428572,20.907142857142855,23.794285714285714,83.55999999999999,Bagalkot
2016-10-03,7.41,30.047142857142855,21.037142857142857,24.71,79.24142857142859,Bagalkot
2016-10-10,7.64,31.34857142857143,20.15142857142857,24.75714285714286,75.75142857142858,Bagalkot
2016-10-17,4.1,31.924285714285713,18.695714285714285,24.62,64.85428571428572,Bagalkot
2016-10-24,0.0,32.287142857142854,16.68285714285714,23.604285714285712,57.92142857142857,Bagalkot
2016-10-31,0.2,32.42285714285714,17.085714285714285,24.01571428571429,61.37285714285714,Bagalkot
2016-11-07,0.0,32.98428571428571,17.13,24.169999999999998,55.651428571428575,Bagalkot
2016-11-14,1.06,32.64714285714286,14.481428571428571,22.857142857142858,44.42142857142857,Bagalkot
2016-11-21,6.140000000000001,31.99285714285714,17.295714285714286,23.645714285714284,54.910000000000004,Bagalkot
2016-11-28,0.0,33.44571428571429,13.565714285714288,22.38714285714286,34.738571428571426,Bagalkot
2016-12-05,1.01,33.22,17.564285714285713,24.645714285714288,45.99714285714286,Bagalkot
2016-12-12,0.0,31.21142857142857,13.041428571428572,21.397142857142857,33.86857142857143,Bagalkot
2016-12-19,1.8900000000000001,31.815714285714286,17.91142857142857,24.23,52.74142857142857,Bagalkot
2016-12-26,0.0,33.08,13.005714285714287,22.117142857142856,24.467142857142857,Bagalkot
2017-01-02,0.0,31.532857142857143,13.204285714285716,21.618571428571425,38.92,Bagalkot
2017-01-09,0.0,31.587142857142858,12.792857142857143,21.55,30.174285714285713,Bagalkot
2017-01-16,0.0,30.69142857142857,14.704285714285714,22.397142857142857,41.87428571428571,Bagalkot
2017-01-23,0.0,31.717142857142857,15.388571428571428,23.072857142857142,40.34571428571429,Bagalkot
2017-01-30,0.0,32.832857142857144,17.384285714285713,24.608571428571427,40.01285714285715,Bagalkot
2017-02-06,0.0,34.04714285714286,15.802857142857144,24.57,28.978571428571428,Bagalkot
2017-02-13,0.0,34.33142857142857,16.202857142857145,24.67142857142857,27.928571428571427,Bagalkot
2017-02-20,0.0,34.651428571428575,16.40142857142857,25.10571428571429,31.434285714285718,Bagalkot
2017-02-27,0.0,37.21142857142858,17.40142857142857,26.987142857142857,22.937142857142856,Bagalkot
2017-03-06,0.0,36.99142857142857,17.484285714285715,27.110000000000003,27.18285714285714,Bagalkot
2017-03-13,0.0,36.575714285714284,17.05857142857143,26.66857142857143,32.38428571428572,Bagalkot
2017-03-20,8.69,36.96714285714285,19.874285714285715,28.31142857142857,36.60142857142857,Bagalkot
2017-03-27,0.0,38.98857142857143,20.97714285714286,29.974285714285713,28.94857142857143,Bagalkot
2017-04-03,0.05,40.08571428571429,23.648571428571426,32.08571428571428,34.07142857142857,Bagalkot
2017-04-10,0.03,40.65,23.412857142857142,32.18,30.97714285714286,Bagalkot
2017-04-17,0.02,41.21,22.422857142857143,31.667142857142856,29.821428571428573,Bagalkot
2017-04-24,0.0,41.184285714285714,22.16142857142857,31.560000000000002,36.324285714285715,Bagalkot
2017-05-01,6.369999999999999,39.737142857142864,23.768571428571427,32.07857142857143,31.45285714285714,Bagalkot
2017-05-08,8.6,39.61571428571428,25.24857142857143,32.44571428571429,41.77285714285714,Bagalkot
2017-05-15,13.4,37.69285714285714,24.46857142857143,30.74857142857143,50.65857142857143,Bagalkot
2017-05-22,0.02,39.55285714285714,23.900000000000002,31.388571428571428,46.824285714285715,Bagalkot
2017-05-29,1.5,39.271428571428565,25.285714285714285,31.734285714285715,47.14142857142857,Bagalkot
2017-06-05,7.460000000000001,36.464285714285715,24.09,29.482857142857142,60.07714285714286,Bagalkot
2017-06-12,37.84,32.15857142857143,22.464285714285715,26.358571428571427,70.49857142857142,Bagalkot
2017-06-19,33.89,31.715714285714284,22.187142857142856,26.19,73.71714285714286,Bagalkot
2017-06-26,6.05,32.16142857142857,22.82857142857143,26.66,72.59285714285714,Bagalkot
2017-07-03,7.59,31.40142857142857,22.804285714285715,26.367142857142856,73.62285714285714,Bagalkot
2017-07-10,30.84,31.39428571428571,22.072857142857142,25.889999999999997,73.69571428571429,Bagalkot
2017-07-17,7.71,30.23,21.91142857142857,25.337142857142858,75.49428571428572,Bagalkot
2017-07-24,29.83,30.447142857142858,22.31142857142857,25.650000000000002,76.48285714285714,Bagalkot
2017-07-31,3.7600000000000002,32.44,21.84714285714286,26.235714285714288,72.39714285714285,Bagalkot
2017-08-07,20.17,32.38285714285714,21.990000000000002,26.16714285714286,73.24142857142856,Bagalkot
2017-08-14,16.38,31.52857142857143,21.639999999999997,25.764285714285712,73.96285714285715,Bagalkot
2017-08-21,19.38,30.087142857142855,21.327142857142857,24.95285714285714,74.99857142857142,Bagalkot
2017-08-28,29.88,31.585714285714285,21.897142857142857,25.802857142857142,76.42999999999999,Bagalkot
2017-09-04,8.81,32.41285714285714,21.59714285714286,26.18857142857143,73.0957142857143,Bagalkot
2017-09-11,55.589999999999996,30.747142857142855,22.475714285714282,26.14428571428571,78.60714285714286,Bagalkot
2017-09-18,42.51,29.81714285714286,21.805714285714288,25.12142857142857,80.1557142857143,Bagalkot
2017-09-25,22.400000000000002,30.237142857142857,21.09142857142857,24.95,79.40142857142857,Bagalkot
2017-10-02,77.65,29.732857142857142,21.40142857142857,25.18285714285714,80.87,Bagalkot
2017-10-09,27.51,29.005714285714284,21.74857142857143,24.888571428571428,83.10571428571428,Bagalkot
2017-10-16,62.4,28.972857142857144,21.574285714285715,24.858571428571427,83.43857142857142,Bagalkot
2017-10-23,4.46,29.424285714285713,19.240000000000002,23.81857142857143,76.20428571428572,Bagalkot
2017-10-30,4.93,28.967142857142857,18.372857142857146,23.035714285714285,77.78142857142858,Bagalkot
2017-11-06,0.05,28.302857142857142,16.314285714285713,21.59,75.35571428571428,Bagalkot
2017-11-13,0.01,29.291428571428572,15.412857142857144,21.611428571428572,66.25428571428571,Bagalkot
2017-11-20,0.65,30.375714285714285,17.47,23.592857142857145,70.59714285714286,Bagalkot
2017-11-27,0.0,30.987142857142857,17.65285714285714,23.52857142857143,67.41571428571429,Bagalkot
2017-12-04,0.0,29.93,15.86,21.97142857142857,65.59285714285714,Bagalkot
2017-12-11,4.8,31.035714285714285,16.708571428571428,23.122857142857146,64.36,Bagalkot
2017-12-18,0.0,31.009999999999998,15.964285714285714,22.642857142857142,55.55428571428571,Bagalkot
2017-12-25,0.0,30.66,12.961428571428572,20.782857142857143,46.30285714285714,Bagalkot
2018-01-01,0.0,30.59714285714286,12.838571428571429,20.83285714285714,43.21857142857142,Bagalkot
2018-01-08,1.75,30.524285714285714,13.631428571428572,21.587142857142858,40.642857142857146,Bagalkot
2018-01-15,0.0,32.53,16.41857142857143,24.018571428571427,44.667142857142856,Bagalkot
2018-01-22,0.0,31.997142857142855,14.864285714285714,22.96142857142857,32.56,Bagalkot
2018-01-29,0.0,31.95714285714286,14.301428571428572,22.59714285714286,31.73,Bagalkot
2018-02-05,0.0,33.29285714285714,13.594285714285714,22.854285714285712,21.512857142857143,Bagalkot
2018-02-12,1.9800000000000002,31.972857142857144,18.318571428571428,24.962857142857143,34.254285714285714,Bagalkot
2018-02-19,0.0,33.902857142857144,17.745714285714286,25.49857142857143,32.221428571428575,Bagalkot
2018-02-26,0.0,35.208571428571425,17.830000000000002,26.05,27.357142857142858,Bagalkot
2018-03-05,0.0,36.39,17.514285714285716,26.698571428571427,21.835714285714285,Bagalkot
2018-03-12,0.0,37.527142857142856,18.59142857142857,27.90857142857143,23.177142857142858,Bagalkot
2018-03-19,8.64,35.067142857142855,22.294285714285714,28.497142857142855,43.487142857142864,Bagalkot
2018-03-26,0.0,38.184285714285714,21.648571428571426,29.72,29.774285714285714,Bagalkot
2018-04-02,0.01,38.300000000000004,21.53,29.842857142857145,35.39142857142857,Bagalkot
2018-04-09,13.7,37.58571428571429,23.01571428571429,30.195714285714285,42.00571428571429,Bagalkot
2018-04-16,9.280000000000001,37.99142857142857,25.388571428571428,31.66857142857143,39.25428571428571,Bagalkot
2018-04-23,1.8800000000000001,40.537142857142854,23.704285714285714,32.23285714285714,37.637142857142855,Bagalkot
2018-04-30,1.5,41.31571428571429,22.745714285714286,32.13857142857143,31.78,Bagalkot
2018-05-07,1.03,40.42857142857143,24.947142857142858,32.77571428571429,36.629999999999995,Bagalkot
2018-05-14,35.89,34.80428571428571,23.93,28.96,58.93857142857143,Bagalkot
2018-05-21,28.59,35.85,22.898571428571426,28.752857142857145,63.13428571428572,Bagalkot
2018-05-28,20.240000000000002,36.65571428571428,23.42142857142857,29.40857142857143,62.027142857142856,Bagalkot
2018-06-04,53.87,32.47571428571428,23.762857142857143,27.30857142857143,74.84571428571428,Bagalkot
2018-06-11,57.06,28.73,22.795714285714286,25.28142857142857,83.07000000000001,Bagalkot
2018-06-18,3.96,30.860000000000003,22.7,26.07,76.81714285714285,Bagalkot
2018-06-25,7.38,30.32,21.50142857142857,25.33857142857143,76.92714285714285,Bagalkot
2018-07-02,7.48,30.367142857142856,21.874285714285715,25.301428571428573,75.58142857142856,Bagalkot
2018-07-09,13.540000000000001,29.669999999999998,21.957142857142856,25.102857142857143,77.2042857142857,Bagalkot
2018-07-16,21.28,30.277142857142856,22.115714285714287,25.282857142857143,78.34714285714287,Bagalkot
2018-07-23,10.33,30.585714285714285,22.032857142857143,25.325714285714287,76.79857142857144,Bagalkot
2018-07-30,3.96,31.09857142857143,21.49285714285714,25.38,75.92142857142858,Bagalkot
2018-08-06,5.52,31.169999999999998,21.359999999999996,25.18857142857143,75.18285714285715,Bagalkot
2018-08-13,16.38,29.97,21.505714285714284,24.82857142857143,75.74428571428572,Bagalkot
2018-08-20,20.27,30.042857142857144,21.57,24.845714285714287,77.51714285714286,Bagalkot
2018-08-27,10.43,30.51142857142857,20.951428571428572,24.81142857142857,76.17571428571429,Bagalkot
2018-09-03,13.42,31.41,20.857142857142858,25.11285714285714,75.11857142857143,Bagalkot
2018-09-10,0.87,31.892857142857142,19.97,24.914285714285715,70.85428571428572,Bagalkot
2018-09-17,23.23,34.068571428571424,20.712857142857143,26.514285714285712,64.93285714285715,Bagalkot
2018-09-24,48.0,30.862857142857145,20.46,24.86285714285714,74.87857142857142,Bagalkot
2018-10-01,34.89,31.17571428571429,21.33142857142857,25.91857142857143,75.82714285714285,Bagalkot
2018-10-08,1.53,33.39,20.49142857142857,26.38,66.62714285714286,Bagalkot
2018-10-15,0.03,34.43,20.414285714285715,26.99857142857143,59.84428571428572,Bagalkot
2018-10-22,24.82,32.16142857142857,19.79,25.312857142857144,65.41571428571429,Bagalkot
2018-10-29,0.85,32.635714285714286,18.594285714285714,24.75,54.385714285714286,Bagalkot
2018-11-05,0.01,33.29857142857143,18.954285714285714,25.55857142857143,54.58857142857143,Bagalkot
2018-11-12,0.46,34.308571428571426,18.415714285714284,25.837142857142858,42.28142857142858,Bagalkot
2018-11-19,8.65,33.20857142857143,18.06,25.075714285714287,46.43142857142857,Bagalkot
2018-11-26,1.1300000000000001,32.347142857142856,18.807142857142857,24.75,53.81857142857143,Bagalkot
2018-12-03,0.0,31.03857142857143,15.252857142857144,22.448571428571427,47.16857142857143,Bagalkot
2018-12-10,1.7799999999999998,32.32285714285714,19.344285714285714,25.404285714285713,54.957142857142856,Bagalkot
2018-12-17,1.57,30.91142857142857,15.594285714285714,22.717142857142857,47.142857142857146,Bagalkot
2018-12-24,0.0,30.692857142857143,15.722857142857142,22.76571428571429,54.62428571428571,Bagalkot
2018-12-31,0.0,30.958571428571428,14.595714285714285,22.157142857142855,32.18857142857143,Bagalkot
2019-01-07,0.0,31.57428571428571,12.155714285714286,21.06,32.472857142857144,Bagalkot
2019-01-14,0.0,32.17285714285715,13.655714285714286,22.21857142857143,33.19428571428571,Bagalkot
2019-01-21,0.0,32.33714285714286,14.12857142857143,22.57857142857143,34.76428571428571,Bagalkot
2019-01-28,0.52,31.654285714285717,15.561428571428573,23.32857142857143,45.33428571428572,Bagalkot
2019-02-04,0.0,31.83857142857143,14.768571428571429,22.827142857142857,40.357142857142854,Bagalkot
2019-02-11,0.04,34.24285714285714,16.88,25.330000000000002,36.597142857142856,Bagalkot
2019-02-18,0.0,35.43857142857143,17.82,26.224285714285713,34.22571428571428,Bagalkot
2019-02-25,0.0,37.55857142857143,19.125714285714285,28.21,27.654285714285713,Bagalkot
2019-03-04,0.0,36.980000000000004,17.71857142857143,27.032857142857143,28.795714285714286,Bagalkot
2019-03-11,0.0,37.67857142857143,18.105714285714285,27.805714285714288,28.701428571428572,Bagalkot
2019-03-18,0.0,38.480000000000004,21.43857142857143,29.925714285714285,24.639999999999997,Bagalkot
2019-03-25,0.83,39.21857142857142,21.044285714285714,30.254285714285714,25.725714285714282,Bagalkot
2019-04-01,8.34,40.11571428571428,23.860000000000003,31.900000000000002,36.855714285714285,Bagalkot
2019-04-08,7.22,39.95285714285715,22.674285714285713,31.214285714285715,37.114285714285714,Bagalkot
2019-04-15,19.87,39.395714285714284,23.16142857142857,31.235714285714284,41.85857142857143,Bagalkot
2019-04-22,0.88,39.13142857142857,21.954285714285714,30.46,39.00285714285714,Bagalkot
2019-04-29,2.66,41.238571428571426,25.361428571428572,33.53857142857142,30.90285714285714,Bagalkot
2019-05-06,0.66,40.43428571428571,22.69,31.344285714285714,39.458571428571425,Bagalkot
2019-05-13,0.6000000000000001,40.348571428571425,23.88,31.888571428571428,41.91571428571429,Bagalkot
2019-05-20,0.08,41.92857142857143,24.385714285714283,33.29,30.50857142857143,Bagalkot
2019-05-27,16.259999999999998,40.06857142857143,25.821428571428573,32.19571428571429,46.69714285714286,Bagalkot
2019-06-03,16.77,39.94,25.5,32.05,47.05571428571428,Bagalkot
2019-06-10,10.48,36.12571428571429,24.53,29.78142857142857,62.61714285714286,Bagalkot
2019-06-17,4.83,35.22,23.448571428571427,28.43285714285714,62.38285714285714,Bagalkot
2019-06-24,21.42,33.23857142857143,23.372857142857146,27.521428571428572,67.99714285714286,Bagalkot
2019-07-01,41.71,31.4,22.504285714285714,26.148571428571426,75.0657142857143,Bagalkot
2019-07-08,29.21,30.697142857142858,23.012857142857143,26.101428571428574,77.52857142857144,Bagalkot
2019-07-15,13.42,30.285714285714285,22.321428571428573,25.65857142857143,77.81857142857143,Bagalkot
2019-07-22,17.66,31.004285714285714,22.354285714285712,26.024285714285714,75.94000000000001,Bagalkot
2019-07-29,23.48,28.517142857142858,22.47,24.92142857142857,81.71714285714286,Bagalkot
2019-08-05,67.73,29.302857142857142,21.935714285714287,24.93285714285714,79.43714285714285,Bagalkot
2019-08-12,87.29,28.552857142857142,22.18142857142857,24.782857142857143,83.40285714285714,Bagalkot
2019-08-19,11.209999999999999,29.568571428571428,21.99142857142857,25.017142857142858,82.67571428571429,Bagalkot
2019-08-26,23.19,29.595714285714283,21.255714285714284,24.69142857142857,81.19285714285715,Bagalkot
2019-09-02,10.79,29.777142857142856,21.17142857142857,24.80857142857143,80.7942857142857,Bagalkot
2019-09-09,30.509999999999998,29.08142857142857,21.87,24.63,82.97714285714287,Bagalkot
2019-09-16,8.66,30.240000000000002,21.528571428571432,25.05,80.80285714285715,Bagalkot
2019-09-23,25.42,30.638571428571428,21.117142857142856,25.185714285714287,79.98857142857142,Bagalkot
2019-09-30,42.18,28.75142857142857,21.532857142857146,24.514285714285712,84.26285714285714,Bagalkot
2019-10-07,41.02,29.332857142857144,21.181428571428572,24.825714285714287,79.61857142857143,Bagalkot
2019-10-14,22.9,28.928571428571427,21.487142857142857,25.111428571428572,81.95857142857143,Bagalkot
2019-10-21,74.48,27.599999999999998,21.18857142857143,23.678571428571427,86.21714285714286,Bagalkot
2019-10-28,50.69,27.638571428571428,20.47714285714286,23.434285714285714,86.76857142857143,Bagalkot
2019-11-04,8.81,28.62857142857143,20.490000000000002,24.032857142857143,83.16428571428571,Bagalkot
2019-11-11,13.53,29.374285714285715,19.557142857142857,24.2,76.93285714285715,Bagalkot
2019-11-18,0.1,28.552857142857142,18.828571428571426,23.055714285714284,79.8157142857143,Bagalkot
2019-11-25,0.01,29.07,16.65,21.97,75.33428571428571,Bagalkot
2019-12-02,2.0300000000000002,29.412857142857145,18.447142857142858,23.08285714285714,77.00714285714285,Bagalkot
2019-12-09,1.83,28.302857142857142,18.035714285714285,22.315714285714282,75.92142857142858,Bagalkot
2019-12-16,0.0,29.822857142857142,17.830000000000002,23.172857142857143,71.75285714285714,Bagalkot
2019-12-23,0.0,30.104285714285712,17.291428571428572,22.852857142857143,70.39285714285714,Bagalkot
2019-12-30,0.0,31.07,18.557142857142857,24.217142857142857,66.50285714285714,Bagalkot
2020-01-06,0.16999999999999998,31.141428571428573,17.09857142857143,23.44142857142857,63.47714285714286,Bagalkot
2020-01-13,0.0,31.54,18.467142857142857,24.228571428571428,60.691428571428574,Bagalkot
2020-01-20,1.43,31.945714285714285,15.948571428571428,23.641428571428573,55.29857142857143,Bagalkot
2020-01-27,0.0,33.63428571428572,16.802857142857142,24.497142857142855,44.034285714285716,Bagalkot
2020-02-03,0.0,33.52571428571429,16.774285714285714,24.62,49.33428571428572,Bagalkot
2020-02-10,0.0,33.10857142857143,17.641428571428573,24.985714285714288,47.160000000000004,Bagalkot
2020-02-17,0.0,34.642857142857146,18.01142857142857,25.95,36.205714285714286,Bagalkot
2020-02-24,0.0,35.48428571428571,17.532857142857143,26.2,34.642857142857146,Bagalkot
2020-03-02,4.43,35.01857142857143,20.524285714285718,27.631428571428575,35.14857142857143,Bagalkot
2020-03-09,0.08,35.527142857142856,19.27285714285714,27.155714285714286,43.76714285714286,Bagalkot
2020-03-16,0.0,37.425714285714285,21.08142857142857,29.324285714285715,39.40428571428571,Bagalkot
2020-03-23,1.31,38.09428571428571,21.532857142857146,30.03857142857143,29.65142857142857,Bagalkot
2020-03-30,3.8799999999999994,38.894285714285715,22.648571428571426,30.752857142857145,31.244285714285716,Bagalkot
2020-04-06,5.93,39.54857142857143,24.330000000000002,31.857142857142858,34.11142857142857,Bagalkot
2020-04-13,51.809999999999995,36.36142857142857,21.208571428571428,28.614285714285717,51.35857142857143,Bagalkot
2020-04-20,16.67,37.35,22.374285714285715,29.71142857142857,51.15571428571429,Bagalkot
2020-04-27,1.1800000000000002,39.56,22.867142857142856,31.09,44.69714285714286,Bagalkot
2020-05-04,11.21,39.10285714285715,25.157142857142855,32.1,45.75,Bagalkot
2020-05-11,7.130000000000001,38.56428571428571,25.684285714285714,31.898571428571426,45.58571428571429,Bagalkot
2020-05-18,14.27,37.07285714285714,25.298571428571428,30.82857142857143,52.99428571428571,Bagalkot
2020-05-25,11.34,39.74571428571429,24.32857142857143,31.610000000000003,50.857142857142854,Bagalkot
2020-06-01,33.32,36.05714285714286,24.84857142857143,29.675714285714285,61.28142857142858,Bagalkot
2020-06-08,12.25,32.88285714285714,22.48,26.835714285714285,69.77142857142857,Bagalkot
2020-06-15,10.46,32.68,22.141428571428573,26.669999999999998,69.23285714285714,Bagalkot
