State_Name,District_Name,crop_yield_tons,Area,Population,Demand,Surplus,Surplus_tons,Deficit_tons,Cluster,lat,lon
Arunachal Pradesh,UPPER SIANG,263004.0,193886.0,2753882,1376941.0,-1113937.0,0.0,1113937.0,1,25.618800705141712,72.9557400343119
Arunachal Pradesh,UPPER SUBANSIRI,268907.33,171244.0,2419486,1209743.0,-940835.67,0.0,940835.67,1,12.945199586931455,87.39065337780849
Arunachal Pradesh,WEST KAMENG,203140.66,119602.0,1154811,577405.5,-374264.84,0.0,374264.84,0,9.886496196573106,94.95190368469999
Arunachal Pradesh,WEST SIANG,695003.33,595152.0,1027035,513517.5,181485.83,181485.83,0.0,0,35.51768058034666,84.14612389740397
Assam,BAKSA,56104604.0,1679446.0,1148143,574071.5,55530532.5,55530532.5,0.0,0,36.00332895916222,84.57676799462709
Assam,BARPETA,118616088.0,4773687.0,2000942,1000471.0,117615617.0,117615617.0,0.0,2,31.443523095377373,76.11939371614824
Assam,BONGAIGAON,52321774.0,2298257.0,565725,282862.5,52038911.5,52038911.5,0.0,0,16.83379930602775,90.31529506256618
Assam,CACHAR,53508182.0,2611807.0,584654,292327.0,53215855.0,53215855.0,0.0,0,10.832491306185133,73.42426870816817
Assam,CHIRANG,15943244.0,958879.0,1453277,726638.5,15216605.5,15216605.5,0.0,2,27.84275776885255,77.38669785572307
Assam,DARRANG,64738601.0,3372761.0,2454354,1227177.0,63511424.0,63511424.0,0.0,1,20.76442231844844,80.3376567198761
Assam,DHEMAJI,9837154.0,2104718.0,2916182,1458091.0,8379063.0,8379063.0,0.0,1,11.539108810498586,82.72070098184919
Assam,DHUBRI,50428246.0,3456009.0,2870690,1435345.0,48992901.0,48992901.0,0.0,1,22.360130393226836,75.02988224003732
Assam,DIBRUGARH,8572376.0,2009074.0,2928388,1464194.0,7108182.0,7108182.0,0.0,1,8.997267112341333,71.3302679174369
Assam,DIMA HASAO,6546827.0,612254.0,1028178,514089.0,6032738.0,6032738.0,0.0,0,34.37029166028468,85.70798123080735
Assam,GOALPARA,58900173.0,2189396.0,1805416,902708.0,57997465.0,57997465.0,0.0,2,15.504619466400491,76.37028604396741
Assam,GOLAGHAT,147643808.0,2664800.0,2946609,1473304.5,146170503.5,146170503.5,0.0,1,27.213146246265477,84.85590842125575
Assam,HAILAKANDI,12262150.0,1182898.0,1965689,982844.5,11279305.5,11279305.5,0.0,2,17.03962120659292,72.47651874295187
Assam,JORHAT,49281318.0,2453418.0,568148,284074.0,48997244.0,48997244.0,0.0,0,23.081972614156513,81.95306295378971
Assam,KAMRUP,244571241.0,3870417.0,2325665,1162832.5,243408408.5,243408408.5,0.0,1,23.85459810095511,83.445093543996
Assam,KAMRUP METROPOLITAN,10107030.0,438719.0,756508,378254.0,9728776.0,9728776.0,0.0,0,13.360779210240285,69.50288256785038
Assam,KARBI ANGLONG,36476763.0,3714635.0,1303591,651795.5,35824967.5,35824967.5,0.0,2,36.1179542051722,77.7615240676237
Assam,KARIMGANJ,39450338.0,1802158.0,1396942,698471.0,38751867.0,38751867.0,0.0,2,30.478851877472323,71.89802563123025
Assam,KOKRAJHAR,34600448.0,3033725.0,2703682,1351841.0,33248607.0,33248607.0,0.0,1,35.24546930536148,69.83787414371027
Assam,LAKHIMPUR,31848894.0,3536152.0,1104365,552182.5,31296711.5,31296711.5,0.0,0,33.94999316240182,96.70884673930841
Assam,MORIGAON,104665610.0,2388704.0,2370928,1185464.0,103480146.0,103480146.0,0.0,1,25.339099385521468,77.34826150426697
Assam,NAGAON,519185225.0,6002631.0,2273415,1136707.5,518048517.5,518048517.5,0.0,1,34.73435281567039,91.48635892978442
Assam,NALBARI,135696812.0,2876077.0,2555555,1277777.5,134419034.5,134419034.5,0.0,1,10.566282559505666,75.38457898814914
Assam,SIVASAGAR,57355397.0,2352478.0,1305889,652944.5,56702452.5,56702452.5,0.0,2,13.68350301015521,87.76357894449396
Assam,SONITPUR,163224000.0,4624515.0,2008349,1004174.5,162219825.5,162219825.5,0.0,2,9.311591378405604,90.04660793680091
Assam,TINSUKIA,7463486.0,1765601.0,2805413,1402706.5,6060779.5,6060779.5,0.0,1,17.434579592134668,85.27352347762749
Assam,UDALGURI,22401970.0,1605542.0,1863715,931857.5,21470112.5,21470112.5,0.0,2,19.27164140099498,81.67570946795459
Bihar,ARARIA,12438271.77,4769634.0,1720405,860202.5,11578069.27,11578069.27,0.0,2,15.869121921442982,79.94338651027078
Bihar,ARWAL,1095355.66,526827.0,771836,385918.0,709437.6599999999,709437.6599999999,0.0,0,32.03338776540595,78.11717972974687
Bihar,AURANGABAD,9347487.0,4608694.0,2595505,1297752.5,8049734.5,8049734.5,0.0,1,18.34584647411409,94.95634518318695
Bihar,BANKA,6945406.43,2795174.0,2799435,1399717.5,5545688.93,5545688.93,0.0,1,16.147100780934043,92.08796282584414
Bihar,BEGUSARAI,8081681.0,2871668.0,696769,348384.5,7733296.5,7733296.5,0.0,0,23.738186411589204,95.98578040932887
Bihar,BHAGALPUR,8386744.88,2818564.0,1771741,885870.5,7500874.38,7500874.38,0.0,2,12.086802524268116,71.6046194810808
Bihar,BHOJPUR,8679214.32,3700264.0,1546797,773398.5,7905815.82,7905815.82,0.0,2,31.26371244186715,89.19515678090568
Bihar,BUXAR,7361946.66,2966433.0,2084398,1042199.0,6319747.66,6319747.66,0.0,2,10.161968666713353,95.2118732478101
Bihar,DARBHANGA,5669562.0,3287178.0,1064685,532342.5,5137219.5,5137219.5,0.0,0,36.619721161415,73.25575891880415
Bihar,GAYA,7181309.43,3453436.0,1902107,951053.5,6230255.93,6230255.93,0.0,2,30.395098309603064,69.92839175363655
Bihar,GOPALGANJ,21677802.21,3828937.0,1811736,905868.0,20771934.21,20771934.21,0.0,2,13.762754764491,89.49249882941172
Bihar,JAMUI,2225571.0,1210639.0,1507293,753646.5,1471924.5,1471924.5,0.0,2,8.16014139658447,84.65972028221745
Bihar,JEHANABAD,3873613.22,1884002.0,1079879,539939.5,3333673.72,3333673.72,0.0,0,31.64838142519019,92.41303452598989
Bihar,KAIMUR,8165410.0,3517072.0,523247,261623.5,7903786.5,7903786.5,0.0,0,28.498862971580895,72.0533989221624
Bihar,KATIHAR,13892001.88,4379106.0,1572876,786438.0,13105563.88,13105563.88,0.0,2,29.14120787318863,91.06275204393681
Bihar,KHAGARIA,5364334.1,2227570.0,1822905,911452.5,4452881.6,4452881.6,0.0,2,30.366840053892428,73.8471922813846
Bihar,KISHANGANJ,6912083.0,2765209.0,2267640,1133820.0,5778263.0,5778263.0,0.0,1,10.147294900288621,72.74602234310544
Bihar,LAKHISARAI,2464858.0,1411603.0,1785160,892580.0,1572278.0,1572278.0,0.0,2,18.395506127783904,72.7637081399988
Bihar,MADHEPURA,9074358.43,3491054.0,2110908,1055454.0,8018904.43,8018904.43,0.0,2,11.360202726228762,91.62266688671008
Bihar,MADHUBANI,7033286.77,5116248.0,2386222,1193111.0,5840175.77,5840175.77,0.0,1,33.02999935039222,87.2907194001898
Bihar,MUNGER,1855855.0,1016067.0,1478732,739366.0,1116489.0,1116489.0,0.0,2,26.07564567799918,83.16889731830446
Bihar,MUZAFFARPUR,9983589.44,5203914.0,1925472,962736.0,9020853.44,9020853.44,0.0,2,17.596042720726828,78.40608403958157
Bihar,NALANDA,6825921.65,3717693.0,548984,274492.0,6551429.65,6551429.65,0.0,0,9.843192158294686,93.43881568358015
Bihar,NAWADA,4460467.77,2322192.0,2900070,1450035.0,3010432.77,3010432.77,0.0,1,17.018487329754205,79.38090811525643
Bihar,PASHCHIM CHAMPARAN,66106851.0,6423011.0,2861864,1430932.0,64675919.0,64675919.0,0.0,1,17.430316338775665,91.68138374467574
Bihar,PATNA,8156253.55,3743101.0,2004384,1002192.0,7154061.55,7154061.55,0.0,2,29.158579171803858,80.73491234853634
Bihar,PURBA CHAMPARAN,18003519.2,6189389.0,2533643,1266821.5,16736697.7,16736697.7,0.0,1,26.48916666930118,78.93138845332231
Bihar,PURNIA,11997765.0,4527433.0,2730919,1365459.5,10632305.5,10632305.5,0.0,1,33.72916953471347,81.41771378441858
Bihar,ROHTAS,15694728.0,6004668.0,2252126,1126063.0,14568665.0,14568665.0,0.0,1,21.69423282969653,76.73995835076012
Bihar,SAHARSA,6589021.88,3476308.0,636330,318165.0,6270856.88,6270856.88,0.0,0,11.468233132210749,89.68067202511128
Bihar,SAMASTIPUR,10370733.77,4100319.0,2237095,1118547.5,9252186.27,9252186.27,0.0,1,28.684098829466855,82.57889131268189
Bihar,SARAN,8009890.33,3758389.0,2611138,1305569.0,6704321.33,6704321.33,0.0,1,30.062766409890024,74.7341681592577
Bihar,SHEIKHPURA,1904468.0,936125.0,1086146,543073.0,1361395.0,1361395.0,0.0,0,24.27703872951539,94.08766262496249
Bihar,SHEOHAR,2507737.0,755001.0,2609818,1304909.0,1202828.0,1202828.0,0.0,1,30.358048218682267,79.13284541982313
Bihar,SITAMARHI,12206125.99,3343039.0,2731785,1365892.5,10840233.49,10840233.49,0.0,1,22.320072294567332,83.76303297230567
Bihar,SIWAN,10513794.55,4126779.0,788998,394499.0,10119295.55,10119295.55,0.0,0,23.159252052077825,94.28769121797185
Bihar,SUPAUL,9338647.55,4140663.0,2343400,1171700.0,8166947.550000001,8166947.550000001,0.0,1,20.39868953239794,86.10290188150577
Bihar,VAISHALI,6087929.22,2858628.0,1579111,789555.5,5298373.72,5298373.72,0.0,2,8.737154675578761,71.39004318054256
Chandigarh,CHANDIGARH,63956.5,12522.0,1496107,748053.5,-684097.0,0.0,684097.0,2,11.128851382805829,95.25513158479077
Chhattisgarh,BALOD,1497862.0,1011463.0,851279,425639.5,1072222.5,1072222.5,0.0,0,8.911446384915294,86.20353353907112
Chhattisgarh,BALODA BAZAR,1515473.0,1114787.0,2370230,1185115.0,330358.0,330358.0,0.0,1,26.45590192664963,77.71226282505549
Chhattisgarh,BALRAMPUR,3060003.0,750966.0,989570,494785.0,2565218.0,2565218.0,0.0,0,17.116323451213475,72.03889010723823
Chhattisgarh,BASTAR,5122251.0,4424812.0,2550731,1275365.5,3846885.5,3846885.5,0.0,1,22.74855004377638,91.02673048883858
Chhattisgarh,BEMETARA,1701876.0,1351176.0,1821685,910842.5,791033.5,791033.5,0.0,2,34.31942774385669,85.98210992192689
Chhattisgarh,BIJAPUR,749335.0,579712.0,2621690,1310845.0,-561510.0,0.0,561510.0,1,15.229474645317374,83.47037166731333
Chhattisgarh,BILASPUR,7687790.0,6257537.0,2798816,1399408.0,6288382.0,6288382.0,0.0,1,19.901104768033264,93.92288490847777
Chhattisgarh,DANTEWADA,2979548.0,3098994.0,991234,495617.0,2483931.0,2483931.0,0.0,0,29.91098301774841,90.8693191255114
Chhattisgarh,DHAMTARI,5251506.0,3095862.0,2448260,1224130.0,4027376.0,4027376.0,0.0,1,14.63514679925705,72.39857151224979
Chhattisgarh,DURG,9789135.0,8867597.0,639182,319591.0,9469544.0,9469544.0,0.0,0,10.232417385034996,77.0399399660709
Chhattisgarh,GARIABAND,879244.0,642917.0,2021101,1010550.5,-131306.5,0.0,131306.5,2,16.402792134499272,75.20618505461951
Chhattisgarh,JANJGIR-CHAMPA,8283448.0,4469795.0,1706914,853457.0,7429991.0,7429991.0,0.0,2,12.675417330366129,89.57444248460763
Chhattisgarh,JASHPUR,3928596.0,3843046.0,684064,342032.0,3586564.0,3586564.0,0.0,0,34.96123191793462,68.9724406073376
Chhattisgarh,KABEERDHAM,3148969.0,3497781.0,714020,357010.0,2791959.0,2791959.0,0.0,0,31.435491007368093,84.52680086126819
Chhattisgarh,KONDAGAON,808794.0,536889.0,2472990,1236495.0,-427701.0,0.0,427701.0,1,26.368708938802282,90.11130188648002
Chhattisgarh,KORBA,2117433.0,2101243.0,1397421,698710.5,1418722.5,1418722.5,0.0,2,33.27235711544381,93.42620346609073
Chhattisgarh,KORIYA,1674326.0,1745150.0,2194490,1097245.0,577081.0,577081.0,0.0,1,31.30649023007432,77.92037071276131
Chhattisgarh,MAHASAMUND,5418982.01,4368489.0,1667752,833876.0,4585106.01,4585106.01,0.0,2,13.41053170769504,91.81646183548837
Chhattisgarh,MUNGELI,1221231.0,854023.0,2816121,1408060.5,-186829.5,0.0,186829.5,1,33.88421095620936,71.208320371701
Chhattisgarh,NARAYANPUR,339918.0,312583.0,622409,311204.5,28713.5,28713.5,0.0,0,23.64092501555387,92.54711646030103
Chhattisgarh,RAIGARH,4968518.0,4480146.0,2516716,1258358.0,3710160.0,3710160.0,0.0,1,31.415764499757813,71.69717120762749
Chhattisgarh,RAIPUR,9327744.0,7980077.0,2850770,1425385.0,7902359.0,7902359.0,0.0,1,33.98664769778131,79.52133142625065
Chhattisgarh,RAJNANDGAON,6537833.0,6547485.0,1269598,634799.0,5903034.0,5903034.0,0.0,0,17.222100774184053,91.12156560760705
Chhattisgarh,SUKMA,655516.0,390855.0,1598591,799295.5,-143779.5,0.0,143779.5,2,11.191505811302626,72.34760539311443
Chhattisgarh,SURAJPUR,976321.0,689058.0,1374371,687185.5,289135.5,289135.5,0.0,2,14.610119713716308,74.6482904617466
Chhattisgarh,SURGUJA,6504140.0,6695114.0,1959933,979966.5,5524173.5,5524173.5,0.0,2,20.386125870161433,88.94532448339892
Chhattisgarh,UTTAR BASTAR KANKER,4806116.0,3332107.0,1654454,827227.0,3978889.0,3978889.0,0.0,2,31.7224282117523,88.88105955983616
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1847871.0,396515.0,1473548,736774.0,1111097.0,1111097.0,0.0,2,32.96118691443396,86.59328135367362
Goa,NORTH GOA,222959694.77,727169.1,1713475,856737.5,222102957.27,222102957.27,0.0,2,8.20161178540453,88.1245048895459
Goa,SOUTH GOA,282796062.81,478511.4,2521900,1260950.0,281535112.81,281535112.81,0.0,1,22.811671774749406,83.7390088570803
Gujarat,AHMADABAD,13225448.0,8072200.0,1499238,749619.0,12475829.0,12475829.0,0.0,2,20.104919091314592,75.30217270830163
Gujarat,AMRELI,17046836.0,8780100.0,2428434,1214217.0,15832619.0,15832619.0,0.0,1,14.441126503651176,78.02518381161366
Gujarat,ANAND,12681000.0,2657600.0,879989,439994.5,12241005.5,12241005.5,0.0,0,11.4760956526768,73.26633378724135
Gujarat,BANAS KANTHA,25292383.0,12636500.0,543585,271792.5,25020590.5,25020590.5,0.0,0,17.79083997070521,94.34506627867522
Gujarat,BHARUCH,36002606.0,5402700.0,1919945,959972.5,35042633.5,35042633.5,0.0,2,35.344381413463054,84.91836204821749
Gujarat,BHAVNAGAR,27238887.0,9200300.0,2661196,1330598.0,25908289.0,25908289.0,0.0,1,17.3728850286019,79.62469108614556
Gujarat,DAHOD,4009300.0,3039700.0,609556,304778.0,3704522.0,3704522.0,0.0,0,23.044928030557617,81.39816830567985
Gujarat,GANDHINAGAR,5913907.0,1840200.0,2075557,1037778.5,4876128.5,4876128.5,0.0,2,28.38754980796016,95.47121684874264
Gujarat,JAMNAGAR,19007221.0,10244800.0,2561083,1280541.5,17726679.5,17726679.5,0.0,1,18.545258468999528,72.44719069036633
Gujarat,JUNAGADH,34974186.0,10788100.0,700235,350117.5,34624068.5,34624068.5,0.0,0,36.18168039890786,85.00066512848713
Gujarat,KACHCHH,10898807.0,7860300.0,2623091,1311545.5,9587261.5,9587261.5,0.0,1,35.910971553321225,82.6707716876495
Gujarat,KHEDA,15924353.0,6564624.0,2509021,1254510.5,14669842.5,14669842.5,0.0,1,15.301686578935561,85.73217282760478
Gujarat,MAHESANA,13288803.0,6941600.0,1701482,850741.0,12438062.0,12438062.0,0.0,2,22.42020667087918,68.52519533080438
Gujarat,NARMADA,8928300.0,1147500.0,1042335,521167.5,8407132.5,8407132.5,0.0,0,16.725470984686318,93.29159335938039
Gujarat,NAVSARI,18613800.0,972700.0,575766,287883.0,18325917.0,18325917.0,0.0,0,16.260374336946562,95.03143019202476
Gujarat,PANCH MAHALS,7189158.0,5829500.0,2984413,1492206.5,5696951.5,5696951.5,0.0,1,9.06972147328145,84.38886232408706
Gujarat,PATAN,4569800.0,3305400.0,2201240,1100620.0,3469180.0,3469180.0,0.0,1,25.67736568541701,88.20287389242988
Gujarat,PORBANDAR,2829000.0,1304900.0,1484346,742173.0,2086827.0,2086827.0,0.0,2,22.577691673636984,94.75248205414158
Gujarat,RAJKOT,29490836.0,13050900.0,2003165,1001582.5,28489253.5,28489253.5,0.0,2,9.492883786249692,88.50992039508856
Gujarat,SABAR KANTHA,16104621.0,8292100.0,2735000,1367500.0,14737121.0,14737121.0,0.0,1,16.08074746286173,72.42363224451358
Gujarat,SURAT,133488988.0,4612900.0,627948,313974.0,133175014.0,133175014.0,0.0,0,34.339710693032956,84.71236244483758
Gujarat,SURENDRANAGAR,18464352.0,10635000.0,2127880,1063940.0,17400412.0,17400412.0,0.0,2,14.947294829342201,85.59473634510282
Gujarat,TAPI,5086700.0,657600.0,902690,451345.0,4635355.0,4635355.0,0.0,0,12.20195129064547,80.29978946776919
Gujarat,THE DANGS,1065053.0,887200.0,999046,499523.0,565530.0,565530.0,0.0,0,22.194130048049328,89.35688283311697
Gujarat,VADODARA,20563636.0,8206800.0,521959,260979.5,20302656.5,20302656.5,0.0,0,36.58386316920742,95.09664342830143
Gujarat,VALSAD,22393356.0,2012800.0,2298792,1149396.0,21243960.0,21243960.0,0.0,1,15.019602873833513,94.84148687429652
Haryana,AMBALA,21956067.0,2930042.0,2454109,1227054.5,20729012.5,20729012.5,0.0,1,27.49193087477048,81.07434177071983
Haryana,BHIWANI,18687009.0,9867975.0,2338756,1169378.0,17517631.0,17517631.0,0.0,1,30.08696884453281,71.2839033293819
Haryana,FARIDABAD,11316830.0,2458792.0,728576,364288.0,10952542.0,10952542.0,0.0,0,14.89148877577959,96.5603947699077
Haryana,FATEHABAD,23991132.0,6030005.0,2762990,1381495.0,22609637.0,22609637.0,0.0,1,29.11827410974393,92.32804450693209
Haryana,GURGAON,7660830.0,2898675.0,1884250,942125.0,6718705.0,6718705.0,0.0,2,18.665710848858346,71.61521775489474
Haryana,HISAR,27998673.0,8546960.0,561087,280543.5,27718129.5,27718129.5,0.0,0,26.336869087213806,94.7044145959038
Haryana,JHAJJAR,10345761.0,3468692.0,1513343,756671.5,9589089.5,9589089.5,0.0,2,26.372361612065948,93.22699449980172
Haryana,JIND,26426225.0,6631678.0,2582263,1291131.5,25135093.5,25135093.5,0.0,1,23.537465838167996,83.0463036566561
Haryana,KAITHAL,22541997.0,5542074.0,2715603,1357801.5,21184195.5,21184195.5,0.0,1,10.618403331577841,85.14698763660294
Haryana,KARNAL,30500243.0,5624636.0,1996176,998088.0,29502155.0,29502155.0,0.0,2,32.2237723720879,79.57107841223377
Haryana,KURUKSHETRA,30001207.0,3994271.0,2386013,1193006.5,28808200.5,28808200.5,0.0,1,17.30262188418034,69.58808752583892
Haryana,MAHENDRAGARH,7403935.0,3825204.0,939792,469896.0,6934039.0,6934039.0,0.0,0,13.409036801595771,77.72072000773113
Haryana,MEWAT,3576389.0,1243832.0,539353,269676.5,3306712.5,3306712.5,0.0,0,9.182479105088154,91.28275000934234
Haryana,PALWAL,3374667.0,757626.0,2790227,1395113.5,1979553.5,1979553.5,0.0,1,25.135895352459013,68.13432866713349
Haryana,PANCHKULA,2252402.0,616671.0,565318,282659.0,1969743.0,1969743.0,0.0,0,27.64936649342619,77.67147597904318
Haryana,PANIPAT,14713854.0,2650359.0,1265313,632656.5,14081197.5,14081197.5,0.0,0,8.481047038907828,79.54689211413735
Haryana,REWARI,6481851.0,2729963.0,2031266,1015633.0,5466218.0,5466218.0,0.0,2,22.85069869067915,83.58447248519977
Haryana,ROHTAK,17342722.0,3340964.0,916880,458440.0,16884282.0,16884282.0,0.0,0,14.5683774807402,94.67581287597005
Haryana,SIRSA,32275692.0,9389899.0,1270746,635373.0,31640319.0,31640319.0,0.0,0,26.710010921874044,78.04403383661287
Haryana,SONIPAT,22287785.0,4126875.0,1313168,656584.0,21631201.0,21631201.0,0.0,2,13.05662644114475,78.06164285499061
Haryana,YAMUNANAGAR,40138619.0,2922113.0,725281,362640.5,39775978.5,39775978.5,0.0,0,28.037194404971512,89.3875361951827
Himachal Pradesh,BILASPUR,1145443.1,675623.0,1900804,950402.0,195041.1000000001,195041.1000000001,0.0,2,19.215325042715584,81.11432028580441
Himachal Pradesh,CHAMBA,1305515.1,740725.0,1980415,990207.5,315307.6000000001,315307.6000000001,0.0,2,35.1651696733653,74.51353986525947
Himachal Pradesh,HAMIRPUR,1259248.0,828338.0,769536,384768.0,874480.0,874480.0,0.0,0,11.988107380233805,81.12074596784811
Himachal Pradesh,KANGRA,3525403.0,2429296.0,2914976,1457488.0,2067915.0,2067915.0,0.0,1,17.890924180457496,72.0848535910142
Himachal Pradesh,KINNAUR,69751.0,54419.0,1806002,903001.0,-833250.0,0.0,833250.0,2,11.290732115977082,73.11522260868048
Himachal Pradesh,KULLU,1187090.0,608547.0,677789,338894.5,848195.5,848195.5,0.0,0,34.81611493007832,82.45266540944492
Himachal Pradesh,LAHUL & SPITI,239200.0,32982.0,2061729,1030864.5,-791664.5,0.0,791664.5,2,33.44284124804845,80.14883803563188
Himachal Pradesh,MANDI,3373492.2,1754802.0,1337291,668645.5,2704846.7,2704846.7,0.0,2,15.480307203739512,94.53053113097491
Himachal Pradesh,SHIMLA,1119895.1,587592.0,2722809,1361404.5,-241509.3999999999,0.0,241509.3999999999,1,27.139537334991193,78.50942307438235
Himachal Pradesh,SIRMAUR,1822179.1,798179.0,1783743,891871.5,930307.6,930307.6,0.0,2,31.69944380583526,84.83706215806326
Himachal Pradesh,SOLAN,1223348.0,683378.0,1181669,590834.5,632513.5,632513.5,0.0,0,24.100823536384407,86.33566434966639
Himachal Pradesh,UNA,1534604.0,809997.0,1619043,809521.5,725082.5,725082.5,0.0,2,23.35986677232419,68.37973924106167
JAMMU AND KASHMIR,ANANTNAG,1029563.4,757870.0,2706903,1353451.5,-323888.1,0.0,323888.1,1,15.0137164361131,87.24258378848461
JAMMU AND KASHMIR,BADGAM,567807.5,465858.0,1929626,964813.0,-397005.5,0.0,397005.5,2,10.699980266371078,73.16304303922279
JAMMU AND KASHMIR,BANDIPORE,62557.3,35709.0,2241093,1120546.5,-1057989.2,0.0,1057989.2,1,34.019256980646475,95.8710392066142
JAMMU AND KASHMIR,BARAMULLA,747909.7,647708.0,2965604,1482802.0,-734892.3,0.0,734892.3,1,34.11212365773658,72.31121910484028
JAMMU AND KASHMIR,DODA,664129.7000000001,657503.0,2518163,1259081.5,-594951.7999999999,0.0,594951.7999999999,1,26.35994226092477,80.02409958808369
JAMMU AND KASHMIR,GANDERBAL,45524.3,28175.0,606081,303040.5,-257516.2,0.0,257516.2,0,17.83186394041232,70.47514037428067
JAMMU AND KASHMIR,JAMMU,2699229.8,1717233.0,2161909,1080954.5,1618275.2999999998,1618275.2999999998,0.0,1,18.127077663767167,96.90935330353247
JAMMU AND KASHMIR,KARGIL,26793.8,34744.0,610078,305039.0,-278245.2,0.0,278245.2,0,29.052714687236943,82.56365529960604
JAMMU AND KASHMIR,KATHUA,1646445.8,1082323.0,2415631,1207815.5,438630.3000000001,438630.3000000001,0.0,1,34.01619753862474,85.26616550228127
